iteration	loss	baseline	error	formula	error	
65	0.36354598	0.18691625	0.15143326	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
66	0.68169737	0.18584763	0.16554391	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
67	1.49034619	0.18735315	0.21595792	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
68	0.60329247	0.18611425	0.16257520	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
69	0.34247670	0.18371229	0.13807507	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
70	0.33232322	0.18342617	0.17798996	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
71	0.87904626	0.18221983	0.15929942	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
72	0.51091629	0.18040951	0.14601310	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
73	7.66654348	0.19925459	0.55731124	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
74	0.50513279	0.19808349	0.17583287	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
75	1.24847305	0.19781677	0.19274913	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
76	0.50377691	0.19575028	0.15648685	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
77	1.12747419	0.19653551	0.21145502	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
78	0.41886082	0.19616869	0.18919913	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
79	0.43555805	0.19299869	0.13276885	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
80	0.24128628	0.19264100	0.18584488	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
81	9.93329430	0.21779132	0.69564724	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
82	0.60643214	0.21689327	0.19983041	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
83	0.52062988	0.21347879	0.14860371	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
84	7.50321198	0.23133278	0.57055873	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
85	0.33674055	0.22744916	0.15366052	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
86	1.33292806	0.22578625	0.19419096	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
87	0.58512431	0.22228527	0.15576650	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
