iteration	loss	baseline	error	formula	error	
49	0.00179998	0.08419044	0.08438456	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
50	0.00736816	0.08420875	0.08455666	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
51	0.02160313	0.08416191	0.08327206	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
52	0.00977611	0.08416117	0.08414706	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
53	0.00436101	0.08419182	0.08477416	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
54	0.01579847	0.08416490	0.08365331	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
55	0.02825694	0.08408828	0.08263260	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
56	0.00719452	0.08407407	0.08380412	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
57	0.03452140	0.08401354	0.08286337	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
58	0.01589204	0.08396978	0.08313833	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
59	0.00486566	0.08402117	0.08499777	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
60	0.00821907	0.08406276	0.08485290	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
